code,title,year,imdb.rating,imdb.votes,genre,line.id,character.id,character,line
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545975,u2906,PICARD,"Guinan, can I leave the Nexus?"
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545971,u2901,GUINAN,"Yeah. They're great, aren't they? You can go back and see them born, go forward and see your grandchildren. Time has no meaning here."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545970,u2906,PICARD,These are my children...my children.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545967,u2901,GUINAN,Wherever he wanted to be.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545966,u2906,PICARD,Where is he now?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545965,u2901,GUINAN,All of us.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545964,u2906,PICARD,Soran?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545963,u2901,GUINAN,"When the Enterprise-B beamed us off the Lakul, we were partially in the Nexus. The transporters locked on to us, but somehow everyone left a part of themselves behind."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545962,u2906,PICARD,Left behind?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545961,u2901,GUINAN,"I am on the Enterprise. I am also here.  Think of me as an ""echo"" of the person you know. A part she left behind."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545960,u2906,PICARD,"Guinan, what are you doing here? I thought you were on the Enterprise."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545959,u2901,GUINAN,"Enjoy them, Jean-Luc."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545958,u2906,PICARD,"But I never had a wife, children, a home like this."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545957,u2901,GUINAN,For you. This is where you wanted to be.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545956,u2906,PICARD,This is the Nexus?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545955,u2901,GUINAN,You're in the Nexus.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545954,u2906,PICARD,"Guinan, what's going on? Where am I?"
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545737,u2906,PICARD,"But why destroy a star?  Thank you, Guinan."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545736,u2901,GUINAN,"Soran may still be obsessed with getting back. And if he is, he'll do anything to find that doorway again."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545735,u2906,PICARD,"Your ""sixth sense""- I've always wondered where it came from.  And what about Soran?"
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545734,u2901,GUINAN,"It took a long time, but eventually I learned to live with it. And I began to realize that my experience in the Nexus had changed me.  I knew things about people, about events, about time."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545730,u2901,GUINAN,I can't remember very much - what it looked like or how long I was there. But I do remember how it felt.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545729,u2906,PICARD,What happened to you?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545728,u2901,GUINAN,That ribbon isn't just some random energy phenomenon travelling through space. It's a doorway. It leads to another place- the Nexus. It doesn't exist in our universe and it doesn't play by the same rules either.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545726,u2906,PICARD,"What's the ""Nexus""?"
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545725,u2901,GUINAN,Soran doesn't care about power or weapons. All he cares about is getting back to the Nexus.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545724,u2906,PICARD,Guinan. It's important that you tell me what you know. We think Soran's developed a weapon...a terrible weapon. It might give him enough power to-
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545723,u2901,GUINAN,"Oh yes. I remember everyone who was on the Lakul, every face. Even the ones who didn't make it."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545722,u2906,PICARD,Do you remember him?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545429,u2903,KIRK,Risk is part of the game if you want to sit in that chair.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545428,u2902,HARRIMAN,What about the gravimetric distortions? They'll tear us apart.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545416,u2902,HARRIMAN,"It won't be installed until Tuesday.  Ensign Sulu, try generating a subspace field around the ships. That might break them free."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545415,u2903,KIRK,You left spacedock without a tractor beam?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545414,u2902,HARRIMAN,We don't have a tractor beam.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545391,u2902,HARRIMAN,"Please, I insist."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545390,u2903,KIRK,"No, no. Thank you."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545389,u2902,HARRIMAN,"Prepare to leave spacedock. Aft thrusters ahead one quarter, port and starboard at station keeping.  Captain Kirk, I'd be honored if you would give the order to get underway."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545388,u2903,KIRK,"Oh, of course."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545387,u2902,HARRIMAN,"Excuse me, gentlemen, if you'll take your seats."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545365,u2902,HARRIMAN,"Please, please."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545364,u2903,KIRK,"Well, may we have a look around?"
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545362,u2903,KIRK,It's our pleasure.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L545361,u2902,HARRIMAN,I'm Captain John Harriman. I'd like to welcome you all aboard.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546053,u2903,KIRK,Least I could do for a captain of the Enterprise.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546052,u2906,PICARD,Yes.  Thank you.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546051,u2903,KIRK,Did we do it? Did we make a difference?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546050,u2906,PICARD,I'll find a way to contact the Enterprise. You're going to be all right.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546042,u2903,KIRK,"Of course, if Spock were here, he'd say I was being an irrational, illogical human for wanting to go on a mission like that."
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546041,u2906,PICARD,You could say that.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546040,u2903,KIRK,I take it the odds are against us and the situation is grim?
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546039,u2906,PICARD,That's right.
m191,star trek: generations,1994,6.50,26662,"['action', 'mystery', 'sci-fi', 'thriller']",L546038,u2903,KIRK,How can I argue with the captain of the Enterprise? What was the name of that planet=8A Veridian III?
